ID,EARNINGS,S,EXP,FEMALE,MALE,BYEAR,AGE,AGEMBTH,HHINC97,POVRAT97,HHBMBF,HHBMOF,HHOMBF,HHBMONLY,HHBFONLY,HHOTHER,MSA97NO,MSA97NCC,MSA97CC,MSA97NK,ETHBLACK,ETHHISP,ETHWHITE,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCGED,EDUCDO,PRMONM,PRMONF,PRMSTYUN,PRMSTYPE,PRMSTYAN,PRMSTYAE,PRFSTYUN,PRFSTYPE,PRFSTYAN,PRFSTYAE,SINGLE,MARRIED,COHABIT,OTHSING,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,FAITHM,ASVABAR,ASVABWK,ASVABPC,ASVABMK,ASVABNO,ASVABCS,ASVABC,ASVABC4,VERBAL,ASVABMV,HEIGHT,WEIGHT04,WEIGHT11,SF,SM,SFR,SMR,SIBLINGS,REG97NE,REG97NC,REG97S,REG97W,RS97RURL,RS97URBN,RS97UNKN,JOBS,HOURS,TENURE,CATGOV,CATPRI,CATNPO,CATMIS,CATSE,COLLBARG,URBAN,REGNE,REGNC,REGW,REGS,MSA11NO,MSA11NCC,MSA11CC,MSA11NK,MSA11NIC
4025,47.4,12,6.538462,0,1,1982,29,29,26000,206,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,9,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5726491,-1.176139,-0.6029212,-0.5291507,-0.1943141,0.2311089,-0.1745941,-0.4862928,-0.9491243,30962,67,145,180,12,12,12,12,1,0,0,1,0,0,1,0,5,50,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2833,11.3,16,1.384615,0,1,1983,28,30,87020,453,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,12,12,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.134601,1.355474,0.9868788,0.52042,-0.3853445,-0.5417258,1.266744,1.11796,1.248731,87070,71,212,230,12,16,12,16,2,0,1,0,0,0,1,0,3,40,7.153846,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
3332,11.11,12,6.442307,0,1,1982,29,20,41500,222,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6,4,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.063303,0.2968102,0.0109362,0.0973869,0.6921481,0.4093924,0.1189087,0.1304541,0.163722,57429,71,185,200,10,12,13,12,2,0,0,1,0,1,0,0,11,54,0.5961539,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
5629,9.5,12,6.038462,0,1,1983,28,24,22000,203,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,6,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-1.148932,-0.0719439,-0.8847193,-0.5852969,-0.0524884,-0.1652108,-0.8947433,-0.7536237,-0.5105587,22291,69,215,200,12,12,12,,1,0,0,1,0,1,0,0,,40,0.4807692,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
631,64.9,14,9.730769,0,1,1981,30,22,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,1.615466,0.6735967,-0.2595175,0.9459059,0.6331671,-0.6183322,1.001152,0.8319942,0.2204269,73932,73,250,210,13,13,13,13,2,0,0,0,1,0,1,0,4,40,10.53846,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
1449,39,12,10.94231,0,1,1980,31,31,133500,1627,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.3140538,-0.0503257,-0.2214166,0.496556,-0.1628766,-1.189219,-0.2477112,-0.025601,-0.145306,41118,69,155,140,16,17,16,17,1,0,0,1,0,0,1,0,11,40,4.019231,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0
580,12,13,9.596154,0,1,1983,28,28,40305,253,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,8,5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.3582736,-0.2039858,0.2740479,-0.8535101,-0.1357437,-0.9135655,-0.1780901,-0.3201178,0.0369705,36129,66,139,140,12,12,12,12,1,0,0,0,1,0,1,0,1,40,8.211538,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
5426,18.75,13,5.980769,0,1,1984,27,30,27000,214,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,,0,0,0,1,,,,,0,0,0,1,0,1,0,0,0,0,-1.239923,0.0656707,-1.172485,-1.649945,-1.031629,-1.131434,-0.9860086,-1.119024,-0.5906308,19493,76,188,180,9,12,,12,3,0,1,0,0,0,1,0,7,62,2.403846,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
5342,9.42,13,6.403846,0,1,1982,29,19,14000,67,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13,6,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.2979279,0.6906592,0.4713294,-1.262761,-1.244484,0.3324063,0.1551201,-0.1121976,0.6192698,52789,64,170,185,12,14,12,14,4,0,1,0,0,0,1,0,6,40,1.634615,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3197,43.58,18,4.461538,0,1,1981,30,29,56500,269,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,1.215874,0.5301719,1.020464,1.337094,0.2492039,-0.3524653,1.093858,1.147687,0.8265267,90799,70,195,200,14,16,14,16,3,0,1,0,0,0,1,0,4,40,7.192307,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1406,15,16,4.307693,0,1,1983,28,30,141000,886,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9,4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5527953,1.29173,1.012456,0.3603401,-0.6107107,0.0171246,0.9365131,0.8996771,1.228377,82151,74,240,245,12,12,12,12,1,0,0,1,0,0,1,0,3,40,4.307693,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
2678,19.5,14,5.884615,0,1,1984,27,25,64544,406,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,13,14,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0749999,-0.0390522,-0.3818099,-0.1212359,0.0902556,-1.898178,-0.0748743,-0.1313373,-0.2248282,38690,70,170,210,14,13,14,13,1,0,1,0,0,1,0,0,1,40,5.884615,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4295,46.49,17,3.769231,0,1,1984,27,25,55200,347,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,12,12,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1.820416,1.147048,1.175075,1.579215,1.321774,0.6398692,1.63809,1.600495,1.237943,98216,72,215,210,16,13,16,13,1,0,0,1,0,0,1,0,2,40,2.557692,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5153,12.5,17,2.961539,0,1,1982,29,24,40100,252,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,7,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.3733861,-0.0754113,-0.0902613,0.453591,-0.0508843,0.4577035,0.1592328,0.1844246,-0.0887414,62053,71,190,212,14,12,14,12,0,0,1,0,0,0,1,0,8,40,0.7307692,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
3146,5.76,14,9.596154,0,1,1982,29,28,78109,491,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,13,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.599866,0.5506492,1.014015,1.300636,-0.2996609,-1.005656,1.308743,1.248863,0.8340074,89556,74,250,300,12,12,12,12,1,0,1,0,0,1,0,0,6,80,0.9230769,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
980,35,16,7.153846,0,1,1982,29,34,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,7,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.3904353,1.344039,0.4946826,1.117233,0.6690675,1.743714,0.7193816,0.9357944,0.9801559,85075,67,180,170,19,16,19,16,1,0,0,0,1,0,1,0,6,50,5.75,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
299,29.07,13,6.134615,0,1,1981,30,34,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0.0224269,-0.7515447,-1.423845,-0.5859839,0.592776,0.5467446,-0.5858862,-0.7670708,-1.160478,18566,73,250,250,12,12,12,12,1,1,0,0,0,0,1,0,5,16,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
3770,9,13,8.5,0,1,1983,28,28,43500,236,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,7,,0,1,0,0,,,,,0,0,1,0,0,0,1,0,0,0,1.643947,2.293427,1.195946,1.791517,1.811275,1.837674,1.861852,1.937155,1.860411,97979,71,198,260,11,18,,18,3,0,0,1,0,0,1,0,9,40,0.8653846,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4149,40,16,7.519231,0,1,1980,31,23,20800,111,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.445215,1.267816,0.2723384,0.4923154,-0.4339095,-0.0668432,1.217017,0.9725349,0.8209372,79078,69,180,226,14,12,14,12,2,0,0,1,0,1,0,0,5,44,2.384615,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5023,8.15,8,9.211538,0,1,1982,29,29,7900,62,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,,1,0,0,0,,,,,1,0,0,0,0,0,1,0,0,0,-0.4620268,1.197199,0.3634595,-1.960328,-0.7789143,0.0986429,0.1744848,-0.2417581,0.8318713,51342,72,175,190,10,12,,12,4,1,0,0,0,1,0,0,6,28,0.6346154,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6340,8.32,16,3.980769,0,1,1981,30,21,41000,258,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0.2248867,1.280306,0.4399687,-1.44681,-1.035565,-2.179248,0.5958534,0.1388253,0.9169912,59492,71,190,250,14,18,14,18,1,0,0,0,1,0,1,0,4,24,3.711539,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
6332,15,12,11.53846,0,1,1981,30,25,34400,179,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0.8248069,0.436832,1.873415,1.284088,0.6320131,0.2235277,1.087668,1.235984,1.23161,91740,66,148,151,12,12,12,12,2,0,0,0,1,0,1,0,3,24,9.826923,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2346,86.54,16,8.942307,0,1,1981,30,23,148000,930,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1.312842,0.6827031,0.7046392,1.177015,1.289482,-0.5195282,1.102277,1.084331,0.7394457,77774,71,215,220,16,12,16,12,1,1,0,0,0,0,1,0,5,40,1.519231,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4006,24,14,8.461538,0,1,1984,27,30,37650,196,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,9,6,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.3299196,-0.2189023,-0.0626485,-0.0332451,0.0592616,0.1838746,-0.2591257,-0.1810401,-0.1505366,31636,71,150,155,13,12,13,12,2,0,0,1,0,1,0,0,3,40,4.461538,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4378,11.78,16,2.269231,0,1,1981,30,26,45275,236,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,-0.2492954,-0.0981651,-0.6531869,-0.3251915,0.2464012,0.2388003,-0.3439117,-0.3716396,-0.4010709,29243,67,155,175,19,12,19,12,2,0,0,0,1,0,1,0,4,45,1.153846,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4176,4.29,16,2.038461,0,1,1980,31,23,2500,14,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,,,0,0,0,1,,,,,0,0,0,1,0,1,0,0,0,0,-2.234225,-1.324074,-1.489166,-1.711697,0.6627516,-1.23379,-2.00135,-1.892051,-1.500628,5465,80,215,220,12,13,,13,5,0,0,1,0,0,1,0,3,70,0.2884615,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2414,17.79,17,3.538461,0,1,1980,31,29,,,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.4488998,-0.7344391,0.7116023,0.6651168,1.234493,0.7232772,0.2399822,0.304717,-0.0125704,57614,69,175,215,12,12,12,,1,1,0,0,0,0,1,0,13,40,1.423077,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
93,14.95,12,4.076923,0,1,1983,28,22,29000,182,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,6,6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-1.605,-1.235278,-1.398491,-1.396297,-1.300493,-0.220379,-1.60623,-1.577495,-1.404921,5351,65,140,139,12,8,12,8,1,1,0,0,0,0,1,0,2,40,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4077,10.5,13,0.7115384,0,1,1983,28,,67300,533,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.9560627,-2.076476,-1.865557,-1.534114,-0.3241808,-0.9939801,-1.609085,-1.80056,-2.102588,3086,72,200,205,16,16,16,16,2,0,0,1,0,1,0,0,5,40,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3027,17.78,12,9.769231,0,1,1984,27,34,93369,739,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.7388548,2.063373,0.5400884,0.354763,-0.3784467,0.6520248,1.121003,1.033928,1.387974,80350,72,170,190,12,12,12,12,1,0,1,0,0,1,0,0,1,45,7.423077,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
2158,14.5,12,6.942307,0,1,1983,28,25,12440,53,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,8,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-1.759508,-2.736685,-1.531939,-1.942265,-2.287521,-1.752309,-2.140378,-2.230992,-2.276751,1283,73,260,350,10,8,9,8,4,0,0,0,1,0,1,0,12,57,1.653846,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
643,35,13,6.846154,0,1,1982,29,24,75500,475,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6,7,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.4692881,0.7077335,0.2655981,0.7483075,1.811066,1.058008,0.52492,0.6124603,0.5186634,70220,72,122,300,14,12,14,12,1,0,1,0,0,0,1,0,5,40,2.461539,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0
6247,15,13,10.71154,0,1,1981,30,20,36800,224,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,-0.222656,-0.7868317,0.3999346,-1.497697,-0.5843377,0.0321534,-0.2291244,-0.5903024,-0.2067155,24559,65,136,145,8,12,,12,0,0,0,0,1,0,1,0,13,28,0.4423077,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3149,12.58,11,9.326923,0,1,1982,29,30,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.7996172,0.6018724,0.15328,0.0624026,0.0152253,-0.4006757,0.646507,0.4519059,0.4023134,62234,76,185,242,13,12,13,12,5,0,1,0,0,1,0,0,9,40,1.480769,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
5907,14,12,4.961538,0,1,1984,27,30,45000,240,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,9,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.3115582,-0.0470202,-0.2461385,-0.3512844,-0.0127831,0.4154562,0.0902225,-0.0937803,-0.1567269,42199,72,185,230,16,16,16,16,2,0,0,1,0,0,1,0,1,40,4.326923,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2178,60.1,12,8.711538,0,1,1982,29,25,,,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-1.929327,-1.889848,-1.712758,-2.174474,-0.8176568,-1.48378,-2.050694,-2.15712,-1.921579,2746,67,155,210,12,12,12,,3,1,0,0,0,0,1,0,7,80,4.269231,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
1791,9.5,10,3.692308,0,1,1982,29,23,102000,641,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,12,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.3254351,-1.048651,-1.640474,-0.6871102,-0.4165479,-0.2099248,-0.5605286,-0.8543369,-1.434441,19362,72,180,160,12,12,15,12,4,0,1,0,0,0,1,0,,40,0.6346154,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
4751,18.27,16,4.769231,0,1,1981,30,25,34300,146,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0.7502164,-0.0366974,0.2208928,1.155812,-0.1426728,0.8571824,0.4624668,0.5842804,0.0978351,72105,75,240,210,19,17,19,17,4,0,0,0,1,0,1,0,5,40,3.75,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
6383,19.5,18,2.288461,0,1,1984,27,28,75500,403,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1.071315,0.8693048,0.9092926,-0.2887367,0.5700036,0.5878178,1.077053,0.7160673,0.9480931,82402,71,180,200,13,16,13,16,2,0,0,0,1,1,0,0,7,40,3.942308,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2218,17.48,18,4.846154,0,1,1982,29,34,95750,582,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,-1.846212,-0.0765496,-1.327985,-0.2832002,0.2170162,-0.2463919,-1.401017,-0.9895363,-0.7493981,21847,77,220,230,18,18,18,18,1,1,0,0,0,0,1,0,12,55,2.423077,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2564,20.98,17,3.461539,0,1,1984,27,34,147100,925,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.7399204,0.7213268,0.3588225,-0.2579929,-0.312502,1.410665,0.7030038,0.4364885,0.5756268,74898,72,145,180,16,16,16,16,1,0,1,0,0,1,0,0,3,55,3.673077,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
6303,18.5,12,8.596154,0,1,1983,28,18,43800,275,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-1.267211,1.076593,-0.5344202,-2.054639,-0.8378903,-2.153758,-0.5478873,-0.7784686,0.288736,29038,69,135,140,12,12,12,12,1,0,0,0,1,0,1,0,7,45,0.6346154,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
6263,38.46,16,4.423077,0,1,1984,27,34,124000,779,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,12,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1.980253,1.280228,0.9893609,2.007508,1.670786,1.715492,1.711496,1.750371,1.209928,94485,75,165,185,20,20,20,20,1,0,0,0,1,0,1,0,6,40,1.153846,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3328,60,16,7.269231,0,1,1980,31,32,56100,341,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,-2.243815,0.0987905,-1.520303,-0.5423727,0.2441673,-2.278245,-1.624194,-1.178073,-0.7584523,21859,75,160,188,12,12,12,12,2,0,0,1,0,1,0,0,11,48,0.5384616,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
4150,16.5,13,8.480769,0,1,1981,30,25,20800,111,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0.3783298,0.5017146,1.556478,0.6914743,-0.4052978,1.211568,0.7730362,0.8746812,1.097195,86795,73,188,245,14,12,14,12,2,0,0,1,0,1,0,0,4,40,1.25,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8824,15,12,12.73077,0,1,1980,31,29,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.0881514,0.1204181,-0.5795001,-0.0017057,-0.1592497,0.5727335,-0.1750399,-0.154239,-0.24521,38400,69,190,175,7,14,7,14,4,1,0,0,0,0,1,0,3,40,10.90385,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1570,15,12,9.75,0,1,1981,30,20,,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0.7406262,-0.5159183,-0.1505355,1.191856,-0.2145526,-0.6164621,0.22345,0.3536452,-0.3557966,60506,65,140,160,6,6,6,6,6,0,0,1,0,0,1,0,6,40,2.673077,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3458,36.15,18,2.75,0,1,1983,28,36,121250,632,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,11,12,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2.177801,0.1056296,0.8578798,1.276294,2.291847,2.48442,1.461171,1.235553,0.5134254,86862,76,190,205,18,18,18,18,2,0,0,1,0,0,1,0,2,50,5.269231,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5806,20.15,14,7.423077,0,1,1984,27,32,51440,407,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,9,,,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,-1.04066,-1.343535,-0.4429733,-1.130481,0.3072138,0.0800837,-1.063269,-1.108101,-0.9530958,16038,73,145,210,12,14,12,14,0,0,0,1,0,1,0,0,5,40,0.7115384,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
5363,13.19,12,11.03846,0,1,1980,31,25,33960,314,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,0,0,0,1,,,,,0,1,0,0,0,0,1,0,0,0,0.980623,0.2820555,0.8684029,0.8665418,0.7568877,1.270284,0.854607,0.8381988,0.613121,75531,68,190,220,13,20,,20,0,0,1,0,0,1,0,0,11,70,1.403846,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1202,13,12,9.211538,0,1,1981,30,21,,,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0.0757058,-0.9109055,-1.180304,-0.3039889,0.2302447,0.7365605,-0.5334741,-0.6496945,-1.115586,24292,75,160,170,11,12,,,1,0,1,0,0,0,1,0,4,40,1.826923,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3008,15.94,13,9.653846,0,1,1983,28,24,63750,505,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,15,15,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.9464725,-0.6627175,-1.245027,-0.6881297,-0.4763483,0.092864,-1.044821,-0.9918869,-1.017748,12070,68,140,130,12,12,12,12,0,0,1,0,0,1,0,0,6,40,0.7692308,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4623,11.81,13,8.75,0,1,1984,27,30,19188,121,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,12,,1,0,0,0,,,,,0,1,0,0,0,1,0,0,0,0,0.5758214,-0.2849232,-0.127148,-0.0385457,0.0198596,0.8758143,0.2027786,0.0344072,-0.2201402,37239,74,250,299,13,14,,14,2,0,0,0,1,0,1,0,5,24,7.673077,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
3768,9,12,12.48077,0,1,1980,31,25,43500,236,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,,0,1,0,0,,,,,1,0,0,0,0,0,1,0,0,0,1.222509,1.666219,0.3957771,1.363743,-0.1607334,0.9757416,1.238018,1.300095,1.099223,91133,70,245,215,11,18,,18,3,0,0,1,0,0,1,0,5,40,0.8076923,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3015,27.5,16,7.519231,0,1,1983,28,31,74200,466,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9,4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.0897481,0.5040318,0.3318751,0.6084109,-0.8405281,0.0411243,0.1799272,0.3784216,0.4453779,63572,69,200,207,17,18,17,18,1,0,1,0,0,1,0,0,1,40,8,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3212,10,13,5.961538,0,1,1984,27,35,50905,320,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9,8,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.8475437,1.070782,0.1219536,0.5031814,0.0226622,0.7570625,0.7930877,0.7111102,0.6356667,76424,69,148,180,14,12,14,12,1,0,1,0,0,0,1,0,6,37,2.538461,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
