set_num,name,year,theme_id,num_parts
30066-1,Circus Clown,2013,632,3
30066-2,Circus Ringmaster,2013,632,3
30066-3,Circus Acrobat,2013,632,3
30066-4,Circus Tiger,2013,632,3
30066-5,Circus Rabbit,2013,632,3
30067-1,Farm: Farmer,2014,632,5
30067-2,Farm: Calf,2014,632,5
30067-3,Farm: Goat,2014,632,5
30067-4,Farm: Cat,2014,632,5
30068-1,Apple,2014,504,6
30070-1,Alien Space Ship,2010,275,29
30071-1,Army Jeep,2010,275,37
30072-1,Woody's Camp Out,2010,275,18
30073-1,Buzz's Mini Ship,2010,275,27
30080-1,Ninja Glider,2011,435,26
30081-1,Skeleton Chopper,2011,435,41
30082-1,Ninja Training,2011,435,32
30083-1,Dragon Fight,2011,435,31
30084-1,Ninjago Promotional Set,2011,435,5
30085-1,Jumping Snakes,2012,435,42
30086-1,Hidden Sword,2012,435,39
30087-1,Cole ZX's Car,2012,435,27
30088-1,Rattla,2012,435,5
30090-1,Desert Glider,2011,437,29
30091-1,Desert Rover,2011,437,31
30-1,Universal Building Set,1976,469,200
30100-1,Andrea on the Beach,2012,494,28
30101-1,Skate Boarder,2012,494,28
30102-1,Desk,2012,494,28
30103-1,Car,2012,494,32
30105-1,Stephanie and Mailbox,2012,494,41
30106-1,Ice Cream Stand,2013,494,34
30107-1,Birthday Party,2013,494,39
30108-1,Summer Picnic,2013,494,33
301-1,Curved Road Plates,1978,84,2
30110-1,Trolley,2011,246,22
30111-1,The Lab,2011,246,34
30112-1,Emma's Flower Stand,2014,494,35
30113-1,Stephanie's Bakery Stand,2014,494,28
30114-1,Andrea's Beach Lounge,2014,494,29
30115-1,Jungle Boat,2014,494,31
30116-1,Rapunzel's Market Visit,2014,579,37
30120-1,Guido,2011,269,34
3012-1,Space Hover,1999,144,20
30121-1,Grem,2011,269,52
30130-1,Mini Black Pearl,2011,263,47
3013-1,Space Jet,1999,142,23
30131-1,Jack Sparrow's Boat,2011,263,21
30132-1,Voodoo Jack,2011,263,4
30133-1,Jack Sparrow,2011,263,4
30140-1,ADU Walker,2011,127,34
3014-1,Ice Planet Scooter,1999,133,19
30141-1,ADU Jetpack,2011,127,19
30150-1,Race Car,2012,63,35
3015-1,Space Police Car,1999,140,23
30151-1,Mining Dozer,2012,56,32
30152-1,Mining Quad,2012,56,40
30160-1,Bat Jetski,2012,697,38
3016-1,Boss with Cannon,1998,434,24
30161-1,Batmobile,2012,697,45
30162-1,Quinjet,2012,702,33
30163-1,Thor and the Cosmic Cube,2012,702,25
30164-1,Lex Luthor,2012,701,17
30165-1,Hawkeye with Equipment,2012,702,24
30166-1,Robin and Redbird Cycle,2013,697,40
30167-1,Iron Man vs. Fighting Drone,2013,705,24
30168-1,Gun Mounting System,2013,705,17
30170-1,Ganrash,2012,502,56
3017-1,Water Spider,1998,434,25
30180-1,Twin Prop,2012,22,45
3018-1,Go! LEGO Shogun,1998,434,25
30181-1,Helicopter,2012,22,53
30182-1,Santa,2012,228,57
30183-1,Little Car,2013,30,50
30184-1,Little Helicopter,2013,22,56
30185-1,Little Eagle,2013,22,48
30186-1,Christmas Tree,2013,228,51
30187-1,Fast Car,2014,23,56
30188-1,Cute Kitten,2014,22,54
30189-1,Transport Plane,2014,22,49
30190-1,Ferrari 150° Italia,2012,114,34
3019-1,Big Bat,1998,434,23
30191-1,Scuderia Ferrari Truck,2012,114,41
30192-1,Ferrari F40,2012,114,48
30193-1,250 GT Berlinetta,2012,114,25
30194-1,458 Italia,2012,114,33
30195-1,FXX,2012,114,53
30196-1,Shell F1 Team,2012,114,47
30197-1,Snowman,2014,228,60
30-2,Small Ship Set,1973,433,26
30200-1,Zombie Chauffeur Coffin Car,2012,558,32
302001-1,Aurora,2020,579,6
302002-1,Aurora's Rabbit,2020,579,25
302003-1,Cinderella,2020,579,5
302004-1,Lucifer,2020,579,18
302005-1,Belle,2020,579,9
302006-1,Mrs Potts and Chip,2020,579,0
3020-1,Raft of Johnse,1998,297,18
30201-1,Ghost,2012,558,33
30202-1,Smoothie Stand,2015,494,37
30203-1,Mini Golf,2015,494,26
30204-1,Wish Fountain,2015,494,44
30205-1,Pop Star,2015,494,34
302-1,Straight Road Plates (without crosswalk),1983,84,2
30210-1,Frodo with Cooking Corner,2012,566,35
3021-1,King Pharaoh the Third,1998,297,17
30211-1,Uruk Hai with Ballista,2012,566,21
30212-1,Mirkwood Elf Guard,2012,562,27
30213-1,Gandalf at Dol Guldur,2012,562,31
30215-1,Legolas Greenleaf,2013,562,33
30216-1,Lake-town Guard,2013,562,31
30217-1,Forest Polybag : Squirrel,2015,504,4
30217-2,Forest Polybag : Rabbit,2015,504,4
30217-3,Forest Polybag : Deer Fawn,2015,504,4
30217-4,Forest Polybag : Black Bear Cub,2015,504,4
30218-1,Snail,2015,504,6
302-2,Straight Road Plates (with crosswalk),1978,84,2
30220-1,Fire Speedboat,2013,58,40
3022-1,Plane of Hurrykain,1998,297,23
30221-1,Fire Car,2013,58,36
30222-1,Police Helicopter,2013,61,33
30224-1,Lawn Mower,2013,52,41
30225-1,Seaplane,2013,55,37
30226-1,Police Helicopter ,2014,61,48
30227-1,Police Watercraft,2014,61,36
30228-1,Police ATV,2014,61,42
30229-1,Repair Lift,2014,56,40
30230-1,Mini Mech,2013,146,28
3023-1,Slyboot Car,1998,297,23
30231-1,Space Insectoid,2013,146,27
30240-1,Z-95 Headhunter,2013,158,54
3024-1,Building Table,1998,504,21
30241-1,Mandalorian Fighter,2013,158,49
30242-1,Republic Frigate,2013,158,45
30243-1,Umbaran MHC,2013,158,49
30244-1,Anakin's Jedi Intercepter,2014,158,45
30246-1,Imperial Shuttle,2014,158,57
30247-1,ARC-170 Starfighter,2014,158,54
30250-1,Ewar's Acro-Fighter,2013,571,33
3025-1,25th Anniversary Silver Bucket,1998,469,601
30251-1,Winzar's Pack Patrol,2013,571,38
30252-1,Crug's Swamp Jet,2013,571,23
30253-1,Leonidas' Jungle Dragster,2013,571,30
30254-1,Razcal's Double-Crosser,2013,571,36
30255-1,Crawley,2013,571,11
30256-1,Ice Bear Mech,2015,571,39
30259-1,Azari’s Magic Fire,2015,600,27
30260-1,Lone Ranger’s Pump Car,2013,575,24
3026-1,25th Anniversary Silver Tub,1998,469,1201
30261-1,Tonto's Campfire,2013,575,20
30262-1,Gorzan's Walker ,2014,571,34
30263-1,Spider Crawler,2014,571,40
30264-1,Frax' Phoenix Flyer,2014,571,37
30265-1,Worriz' Fire Bike,2014,571,31
30266-1,Sykor's Ice Cruiser,2014,571,25
30270-1,Kraang's Turtle Target Practice,2013,570,36
3027-1,25th Anniversary Silver Bucket,1998,399,418
30271-1,Mikey's Mini-Shellraiser,2014,570,46
30272-1,A-Wing Starfighter,2015,158,58
30274-1,AT-DP,2015,158,65
30275-1,TIE Advanced Prototype,2015,158,47
30276-1,First Order Special Forces TIE Fighter Set,2015,158,41
30277-1,First Order Star Destroyer,2016,158,56
30278-1,Poe's X-wing Fighter,2015,158,64
30279-1,Kylo Ren's Command Shuttle,2016,158,43
30280-1,The Piece of Resistance,2014,578,33
3028-1,25th Anniversary Silver Tub,1998,399,845
30281-1,Micro Manager Battle,2014,578,27
30282-1,Super Secret Police Enforcer,2014,578,40
30283-1,Off-Road,2015,30,43
30284-1,Tractor,2015,23,51
30285-1,Tiger,2015,31,73
30286-1,Christmas Tree,2015,227,65
3029-1,Limited Edition Silver Duplo Bucket,1998,505,72
30291-1,Anacondrai Battle Mech,2015,435,43
30292-1,Jay Nano Mech,2015,435,54
30293-1,Kai Drifter,2015,435,43
30294-1,The Cowler Dragon,2015,435,45
30300-1,The Batman Tumbler,2014,697,57
3030-1,25th Anniversary Silver Tub,1998,505,145
30301-1,Batwing,2014,697,45
30302-1,Spider-Man Glider,2014,706,45
30303-1,The Joker Bumper Car,2015,697,47
30304-1,The Avengers Quinjet,2015,702,56
30305-1,Spider-Man Super Jumper,2015,706,38
303-1,Basic Building Set,1987,467,33
30310-1,Arctic Scout,2014,65,39
30311-1,Swamp Police Helicopter,2015,61,51
30312-1,Demolition Driller,2015,56,40
30313-1,Garbage Truck,2015,63,48
30314-1,Go-Kart Racer,2015,52,45
30315-1,Space Utility Vehicle,2015,52,39
303-2,Aeroplane,1964,374,46
30320-1,Gallimimus Trap,2015,602,29
3032-1,Medium Bucket,1999,469,600
30321-1,Duck,2016,504,4
30322-1,Wildlife Elephant,2016,504,4
30322-2,Wildlife Polar Bear,2016,504,4
30322-3,Wildlife Penguin,2016,504,4
30322-4,Wildlife Tortoise,2016,504,4
30322-5,Wildlife Lion Cub,2016,504,4
30323-1,My First Fish,2017,504,7
30324-1,My Town: Female,2017,636,3
30324-2,My Town: Policeman,2017,636,3
30324-3,My Town: Girl,2017,636,3
30324-4,My Town: Cat,2017,636,3
30324-5,My Town: Male,2017,636,3
30325-1,My First Dinosaur,2018,504,7
30326-0,Farm - Random Bag,2018,632,8
30326-1,Farm - Chicken,2018,632,4
30326-2,Farm - Girl,2018,632,4
30326-3,Farm - Goat,2018,632,4
30326-4,Farm - Boy,2018,632,4
30326-5,Farm - Calf,2018,632,4
30327-1,My First Duck,2019,504,6
30328-0,Town Rescue (Random Bag),2019,632,0
30328-1,Town Rescue (Dog),2019,632,4
30328-2,Town Rescue (Bird),2019,632,4
30328-3,Town Rescue (Fireman),2019,632,4
30328-4,Town Rescue (Cat),2019,632,4
30328-5,Town Rescue (Policewoman),2019,632,4
30329-1,My First Giraffe,2020,504,5
30330-1,Birthday Cake,2020,504,8
3033-1,Basic Bulk Tub (American Version),1998,473,1200
3033-2,Basic Bulk Tub (Overseas Version),2002,473,1200
30338-1,Fire Car,2017,591,32
30339-1,Traffic Light Patrol,2018,591,34
30340-1,Emmet's 'Piece' Offering,2019,670,44
30341-1,Monkie Kid's Delivery Bike,2020,693,22
30342-1,Lamborghini Huracán Super Trofeo EVO,2020,601,70
30346-1,Prison Island Helicopter,2016,61,46
30347-1,Fire Car,2016,58,53
30348-1,Mini Dumper,2016,56,45
30349-1,Sports Car,2016,63,47
30350-1,Volcano Jackhammer,2016,52,53
30351-1,Police Helicopter,2017,61,44
30352-1,Police Car,2017,61,50
30353-1,Tractor,2017,56,47
30354-1,Hot Rod,2017,63,38
30355-1,Jungle ATV,2017,614,36
30356-1,Hot Dog Stand,2018,52,43
30357-1,Road Worker,2018,56,58
30358-1,Dragster,2018,52,40
30359-1,Police Water Plane,2018,61,48
30360-1,Arctic Ice Saw,2018,65,43
3036-1,Large Bucket,1999,505,71
30361-1,Fire ATV,2019,58,39
30362-1,Sky Police Jetpack,2019,61,33
30363-1,Race Boat,2019,59,34
30364-1,Popcorn Cart,2019,52,43
30365-1,Space Satellite,2019,679,36
30366-1,Police Car,2020,61,37
30367-1,Police Helicopter,2020,61,39
30368-1,Fire Rescue Water Scooter,2020,58,34
30369-1,Beach Buggy,2020,52,45
30370-1,Deep Sea Diver,2020,52,22
3037-1,Strata Tub,1998,505,142
30371-1,Knight's Cycle,2016,605,40
30372-1,Robin's Mini Fortrex,2016,605,45
30373-1,Knighton Hyper Cannon,2016,605,47
30374-1,The Lava Slinger,2016,605,40
30375-1,Sira's Adventurous Airglider,2016,600,24
30376-1,Knighton Rider,2017,605,42
30377-1,Motor Horse,2017,605,52
30378-1,Shrunken Headquarters,2017,605,48
30379-1,Quake Mech Micro Build,2017,616,64
30380-1,Kylo Ren's Shuttle,2018,158,33
3038-1,Spider Slayer,1998,3,368
30381-1,Imperial TIE Fighter,2018,158,42
30382-1,Baby Velociraptor Playpen,2018,602,48
30383-1,Naboo Starfighter,2019,158,48
30384-1,Snowspeeder,2019,158,49
30385-1,Super Mushroom Surprise Expansion Set,2020,690,18
30386-1,Poe Dameron's X-wing Fighter,2020,158,72
3039-1,Adventurers Plane,1999,297,23
30393-1,Steve and Creeper,2019,577,36
30394-1,The Skeleton Defense,2020,577,31
30396-1,Cupcake Stall,2016,494,28
30397-1,Olaf's Summertime Fun,2016,579,48
30398-1,Adventure Camp Bridge,2016,494,37
30399-1,Bowling Alley,2016,494,51
30400-1,Gymnastic Bar,2017,494,26
3040-1,Challenger Set 200,1998,470,159
30401-1,Pool Foam Slide,2017,494,45
30402-1,Snowboard Tricks,2017,494,27
30403-1,Olivia's Remote Control Boat,2018,494,25
30404-1,Friendship Flower,2018,494,100
30405-1,Stephanie's Hockey Practice,2018,494,39
30406-1,Unikitty Roller Coaster Wagon,2018,625,46
30407-1,Harry's Journey to Hogwarts,2018,246,40
30408-1,Tulips,2019,494,90
30409-1,Emma's Bumper Cars,2019,494,66
304-1,Basic Building Set,1985,467,31
30410-1,Mia's Water Fun,2019,494,28
3041-1,Big Bucket of Fun,1998,470,468
30411-1,Chocolate Box & Flower,2020,494,75
30412-1,Park Picnic,2020,494,44
304-2,Tractor & Trailer,1964,375,82
30420-1,Harry Potter and Hedwig: Owl Delivery,2020,246,31
30421-1,Skybound Plane,2016,435,30
30422-1,Kai's Mini Dragon,2016,435,40
30423-1,Anchor-Jet,2016,435,38
30424-1,WU-CRU Training Dojo,2016,435,43
30425-1,CRU Masters' Training Grounds,2017,435,43
30426-1,Stealthy Swamp Airboat,2017,435,43
30427-1,Ice Tank,2017,616,71
30428-1,Green Ninja Mech Dragon,2017,616,60
30446-1,The Batmobile,2016,700,63
30447-1,Captain America's Motorcycle,2016,696,25
30448-1,Spider-Man vs. The Venom Symbiote,2016,706,49
30449-1,The Milano,2017,704,64
30450-1,Royal Talon Fighter,2018,696,59
30451-1,Spider-Man's Mini Spider Crawler,2019,706,73
30452-1,Iron Man and Dum-E,2019,702,38
30453-1,Captain Marvel and Nick Fury,2020,696,32
30460-1,Rex's Plantimal Ambush,2019,670,32
30461-1,Podracer,2019,158,61
30463-1,Chef Enzo's Haunted Hotdogs,2020,676,43
30464-1,El Fuego's Stunt Cannon,2020,676,46
3047-1,Halloween Bucket,1998,230,256
30471-1,Helicopter,2016,22,47
30472-1,Parrot,2016,22,43
30473-1,Racer,2016,591,30
30474-1,Reindeer,2016,227,77
30475-1,Off Roader,2017,22,33
30476-1,Happy Turtle,2017,31,33
30477-1,Colorful Chameleon,2017,22,53
30478-1,Jolly Santa,2017,228,74
3048-1,Medium Idea Bucket,2000,505,49
3048-2,Medium Idea Bucket,2000,505,51
3049-1,XL Idea Bucket,2000,505,78
30496-1,U-Wing Fighter,2017,158,55
30497-1,First Order Heavy Assault Walker,2017,158,54
30498-1,Imperial AT-Hauler,2018,158,49
30499-1,Robot/Vehicle Free Builds,2018,621,56
3050-1,Shanghai Surprise,1999,434,108
305-1,Two Crater Plates,1979,143,2
3051-1,Blaze Attack,1999,434,145
305-2,Fire Engine,1964,376,170
3052-1,Ninja Fire Fortress,1999,434,173
30521-1,The Mini Batmobile,2017,708,68
30522-1,Batman in the Phantom Zone,2016,708,59
30523-1,The Joker Battle Training,2017,708,49
30524-1,The Mini Batwing,2017,708,80
30525-1,The Guardians' Ship,2018,702,69
30526-1,The Mini Ultimate Batmobile,2018,708,84
30527-1,Lucy vs. Alien Invader,2019,670,44
30528-1,Mini Master-Building MetalBeard,2019,670,42
30529-1,Mini Master-Building Emmet,2019,670,49
30530-1,WU-CRU Target Training,2018,435,46
3053-1,Emperor's Stronghold,1999,434,335
30531-1,Sons of Garmadon,2018,435,38
30532-1,Turbo,2018,435,66
30533-1,Sam-X,2019,435,56
30534-1,Ninja Workout,2019,435,31
30535-1,Fire Flight,2019,435,54
30536-1,Combo Charger,2020,435,71
30537-1,Merchant Avatar Jay,2020,435,56
30540-1,Yellow Flyer,2018,22,43
3054-1,Kelloggs Promotional Set: TECHNIC Motorcycle,1998,13,30
30541-1,Animal Free Builds - Make It Yours,2018,621,10
30542-1,Cute Pug,2018,672,68
30543-1,Holiday Train,2018,228,66
30545-1,Fish Free Builds - Make It Yours,2019,598,39
30546-1,Krypto Saves the Day,2017,617,55
30547-1,Dragon Hunter,2018,435,63
30548-1,Build Your Own Birds,2020,22,26
30549-1,Build Your Own Vehicles,2020,22,59
30550-1,Easter Bunny,2020,229,67
3055-1,Adventurers Car,1998,297,21
30551-1,Cinderella's Kitchen,2017,579,37
30552-1,Ariel's Underwater Symphony,2018,579,51
30553-1,Elsa's Winter Throne,2019,687,42
30554-1,Cinderella Mini Castle,2020,579,43
30555-1,Poppy's Carriage,2020,682,61
30556-1,Mini Frame,2020,688,85
3056-1,Go-Kart,1998,82,23
3057-1,Create 'n' Race - Master Builders,2000,12,106
30571-1,Pelican,2019,672,62
30572-1,Race Car,2019,22,68
30573-1,Santa,2019,22,67
30574-1,Cat,2020,672,55
30575-1,Train,2020,22,59
30576-1,Christmas Tree,2020,228,70
3058-1,Busy City - Master Builders (Masterbuilders),2000,497,73
3059-1,Mars Mission - Master Builders (Masterbuilders),2000,497,89
30601-1,Scooby-Doo,2016,603,2
30602-1,First Order Stormtrooper,2016,158,7
30603-1,Batman Classic TV Series - Mr. Freeze,2016,697,16
30604-1,Cosmic Boy,2016,695,7
30605-1,Finn (FN-2187),2016,158,6
30606-1,Nightwing,2016,697,6
30607-1,Disco Batman - Tears of Batman,2017,708,13
30608-1,Kendo Lloyd,2017,616,7
30609-1,Lloyd,2017,616,6
306-1,Two Lunar Landing Plates,1979,143,2
30610-1,Giant-Man Hank Pym,2017,702,3
3061-1,City Park Café,2012,494,247
30611-1,R2-D2,2017,158,70
30612-1,Batgirl,2017,708,11
30614-1,Lex Luthor,2018,695,4
30615-1,Edna Mode,2018,535,4
30617-1,"Green Lantern, Jessica Cruz",2018,695,4
306-2,VW Garage,1958,372,45
30620-1,Star-Stuck Emmet,2019,670,41
30623-1,SHAZAM!,2019,695,5
30624-1,Obi-Wan Kenobi - Collectible Minifigure,2019,158,12
3063-1,Heartlake Flying Club,2012,494,197
3065-1,Olivia’s Tree House,2012,494,214
3066-1,Cosmos Glider,1999,93,19
3067-1,Test Shuttle,1999,93,21
3068-1,Radar Buggy,1999,93,25
3069-1,Cosmic Wing,1999,93,23
3070-1,Mosquito,1999,134,21
3071-1,Light Flyer,1999,134,19
307-2,VW Auto Showroom,1958,372,51
3072-1,Mega Tack,1999,134,23
3073-1,Booster,1999,134,21
3074-1,Red Ninja's Dragon Glider,1999,434,20
3075-1,Ninja Master's Boat,1999,434,22
3076-1,White Ninja's Attack Cart,1999,434,23
3077-1,Ninja Shogun's Small Fort,1999,434,21
3078-1,Kellogg's Promotional Set: Car,1998,468,17
3079-1,Kellogg's Promotional Set: Duck,1998,468,14
3080-1,Kellogg's Promotional Set: Plane,1998,468,16
308-1,Bracelet Sympathy,1979,668,38
3081-1,Kellogg's Promotional Set: Helicopter,1998,468,16
308-2,Basic Building Set,1985,467,34
308-3,Fire Station,1958,372,111
3083-1,Flying Action,2001,632,8
3085-1,Racing Action,2001,632,47
3087-1,The Circus Princess,2001,632,8
3088-1,Growing Garden,2001,632,18
3089-1,Adventure Trip,2001,632,29
3090-1,Forest Picnic,2001,632,23
309-1,Bracelet Spring,1979,668,38
3091-1,Big Gas / Petrol Truck,2001,632,3
309-2,Church,1958,372,149
3092-1,Friendly Farm,2001,632,10
3093-1,Fun Playground,2001,632,29
309314-1,City: Police on Alert!,2012,497,19
3095-1,Wildlife Park,2001,632,32
3099-1,Storage Chest,2000,505,142
31000-1,Mini Speeder,2013,672,65
3100-1,Sporty Scala Girl,1998,668,14
31001-1,Mini Skyfighter,2013,672,62
31002-1,Super Racer,2013,672,121
31003-1,Red Rotors,2013,672,145
31004-1,Fierce Flyer,2013,672,166
31005-1,Construction Hauler,2013,672,256
31006-1,Highway Speedster,2013,672,286
31007-1,Power Mech,2013,672,223
31008-1,Thunder Wings,2013,672,235
31009-1,Small Cottage,2013,672,271
310-1,Motorized Truck Set,1969,365,185
31010-1,Treehouse,2013,672,356
3101-1,Dressing Up,1998,668,11
31011-1,Aviation Adventures,2013,672,620
31012-1,Family House,2013,672,756
31013-1,Red Thunder,2014,672,66
31014-1,Power Digger,2014,672,64
31015-1,Emerald Express,2014,672,56
31017-1,Sunset Speeder,2014,672,119
31018-1,Highway Cruiser,2014,672,129
31019-1,Forest Animals,2014,672,272
310-2,Pendant,1979,668,30
31020-1,Twinblade Adventures,2014,672,216
3102-1,Leisure Wear for Christian,1998,668,11
31021-1,Furry Creatures,2014,672,285
31022-1,Turbo Quad,2014,672,186
31023-1,Yellow Racers,2014,672,328
31024-1,Roaring Power,2014,672,374
31025-1,Mountain Hut,2014,672,550
31026-1,Bike Shop & Cafe,2014,672,1023
31027-1,Blue Racer,2015,672,67
31028-1,Sea Plane,2015,672,53
31029-1,Cargo Heli,2015,672,132
310-3,Tug,1973,363,45
31030-1,Red Go-Kart,2015,672,106
3103-1,Christian in Blue Blazer,1998,668,10
31031-1,Rainforest Animals,2015,672,215
31032-1,Red Creatures,2015,672,221
31033-1,Vehicle Transporter,2015,672,264
31034-1,Future Flyer,2015,672,237
31035-1,Beach Hut,2015,672,286
31036-1,Toy & Grocery Shop,2015,672,466
31037-1,Adventure Vehicles,2015,672,282
31038-1,Changing Seasons,2015,672,536
31039-1,Blue Power Jet,2015,672,608
310-4,Basic Building Set,1985,467,46
31040-1,Desert Racers,2016,672,65
3104-1,Ashley (aka Caroline in Red Dress),1998,668,8
31041-1,Construction Vehicles,2016,672,64
31042-1,Super Soarer,2016,672,100
31043-1,Chopper transporter,2016,672,124
31044-1,Park Animals,2016,672,202
31045-1,Ocean Explorer,2016,672,213
31046-1,Fast Car,2016,672,222
31047-1,Propeller Plane,2016,672,230
31048-1,Lakeside Lodge,2016,672,370
31049-1,Twin Spin Helicopter,2016,672,326
310-5,ESSO Filling Station,1958,372,96
31050-1,Corner Deli,2016,672,467
3105-1,Emma in Flower Dress,1998,668,9
31051-1,Lighthouse Point,2016,672,528
31052-1,Vacation Getaways,2016,672,792
31053-1,Treehouse Adventures,2016,672,387
31054-1,Blue Express,2017,672,71
31055-1,Red Racer,2017,672,72
31056-1,Green Cruiser,2017,672,122
31057-1,Air Blazer,2017,672,102
31058-1,Mighty Dinosaurs,2017,672,174
31059-1,Sunset Street Bike,2016,672,194
31060-1,Airshow Aces,2016,672,246
3106-1,Marie in Rainbow Skirt,1998,668,11
31062-1,Robo Explorer,2017,672,205
31063-1,Beachside Vacation,2017,672,275
31064-1,Island Adventures,2017,672,359
31065-1,Park Street Townhouse,2017,672,566
31066-1,Space Shuttle Explorer,2017,672,285
31067-1,Modular Poolside Holiday,2017,672,356
31068-1,Modular Modern Home,2017,672,386
31069-1,Modular Family Villa,2017,672,728
31070-1,Turbo Track Racer,2016,672,670
3107-1,Andrea in Sun Dress,1998,668,9
31071-1,Drone Explorer,2018,672,109
31072-1,Extreme Engines,2018,672,109
31073-1,Mythical Creatures,2018,672,223
31074-1,Rocket Rally Car,2018,672,241
31075-1,Outback Adventures,2018,672,225
31076-1,Daredevil Stunt Plane,2018,672,200
31077-1,Modular Sweet Surprises,2018,672,396
31078-1,Tree House Treasures,2018,672,260
31079-1,Sunshine Surfer Van,2018,672,379
31080-1,Modular Winter Vacation,2018,672,374
3108-1,Birthday Accessories,1998,668,33
31081-1,Modular Skate House,2018,672,422
31083-1,Cruising Adventures,2018,672,597
31084-1,Pirate Roller Coaster,2018,672,923
31085-1,Mobile Stunt Show,2018,672,581
31086-1,Futuristic Flyer,2019,672,157
31087-1,Dune Buggy,2019,672,147
31088-1,Deep Sea Creatures,2019,672,230
31089-1,Sunset Track Racer,2019,672,221
31090-1,Underwater Robot,2019,672,207
31091-1,Shuttle Transporter,2019,672,341
31092-1,Helicopter Adventure,2019,672,114
31093-1,Riverside Houseboat,2019,672,396
31094-1,Race Plane,2019,672,333
31095-1,Fairground Carousel,2019,672,595
31096-1,Twin-Rotor Helicopter,2019,672,569
31097-1,Townhouse Pet Shop & Café,2019,672,969
31098-1,Outback Cabin,2019,672,305
31099-1,Propeller Plane,2020,672,128
31-1,Medium Ship Set,1973,433,39
31100-1,Sports Car,2020,672,134
3110-1,Four Animal Friends,1998,668,18
31101-1,Monster Truck,2020,672,163
31102-1,Fire Dragon,2020,672,234
31103-1,Rocket Truck,2020,672,198
31104-1,Monster Burger Truck,2020,672,499
31105-1,Townhouse Toy Store,2020,672,554
31107-1,Space Rover Explorer,2020,672,510
31108-1,Caravan Family Holiday,2020,672,766
31109-1,Pirate Ship,2020,672,1260
311-1,Ferry,1973,363,82
311-2,Pendant,1979,668,26
3112-1,Baby's Nursery,1998,668,35
311-3,Basic Set,1984,469,34
311-4,Airplanes,1961,374,79
3114-1,My Place,1998,668,51
311-5,Remote Control Car Set,1970,365,189
3115-1,Kitchen,1998,668,48
3116-1,Cool Ice Cream Cafe,1998,668,81
3117-1,Flashy Pool,1998,668,91
3118-1,Fun Fashion Boutique,1998,668,131
3119-1,Sunshine Home,1998,668,177
31197-1,Andy Warhol's Marilyn Monroe,2020,709,3341
31198-1,The Beatles,2020,709,2933
31199-1,Marvel Studios Iron Man,2020,709,3167
31-2,Universal Joint / Connectors,1973,453,21
31200-1,The Sith,2020,709,3404
3120-1,Additional Room,1998,668,21
312-1,Remote Control Unit,1970,371,1
3121-1,Summer Day Out,2001,668,22
312-2,Bracelet and Pendant,1979,668,56
3122-1,1-2-3 Marie,2001,668,21
312-3,Tanker,1973,363,111
3123-1,Emma's Chill-Out Kitchen,2001,668,56
312-4,Boats,1961,377,107
3124-1,Indie's Stable,2001,668,90
3125-1,Preschool Playtable,2004,504,17
3126-1,Green Bucket,2001,505,40
3130-1,Swinging Stroller,1999,668,18
313-1,London Bus,1966,378,140
31313-1,Mindstorms EV3,2013,262,601
31317-1,Knights' Kingdom: Save the Kingdom Game,2004,502,47
313-2,Bracelet and Pendant,1979,668,40
3132-1,Emma,1999,668,11
3133-1,Andrea in Jogging Suit,1999,668,9
3134-1,Marie in Happy Flowers,1999,668,10
3135-1,Olivia in Fancy Wear,1999,668,11
3136-1,Chris (aka Christian in Blue Jeans),1999,668,9
3137-1,Casual Wear for Men,1999,668,3
3138-1,Fashion Wear for Ladies,1999,668,2
3139-1,Windbreaker and Jeans,1999,668,3
3140-1,Dancing Circle Dress for Girls,1999,668,3
314-1,Police Boat,1976,363,55
3141-1,Snuggly Baby Wear,1999,668,4
314-2,Large & Small Wheels & Turn-Table,1963,379,35
3142-1,Marie's Room,1999,668,121
3143-1,Camping Trip,1999,668,81
3144-1,Horse Stable,1999,668,39
3146-1,Carry and Shopping Accessories,1999,668,15
3148-1,Carla's Winter Camp,2000,668,169
3149-1,Happy Home,2000,668,261
3150-1,Puppy Playground,2000,668,39
315-1,Basic Building Set,1990,467,62
3151-1,Emma on the Move,2000,668,67
315-2,Container Transport,1976,363,86
3152-1,Playroom for the Baby Thomas,2000,668,81
315-3,European Taxi,1963,378,48
315-4,European Taxi,1968,378,48
3155-1,Olivia in Smooth Dress,2000,668,12
3156-1,Hot Wear for Woman,2000,668,3
3157-1,Cool Wear for Girls,2000,668,2
3158-1,Christian in Tough Wear,2000,668,5
3159-1,Celebration,2000,668,35
316-1,Fire Fighter Ship,1978,363,142
316-2,Farm Tractor,1963,375,49
316-3,Farm Tractor,1968,375,49
317-1,Truck,1963,378,125
317-2,Basic Building Set,1987,467,68
317-3,Truck,1968,378,125
3177-1,Small Car,2010,63,43
3178-1,Seaplane,2010,59,102
3179-1,Repair Truck,2010,63,123
3180-1,Tank Truck,2010,63,222
318-1,Windmill Set,1963,367,153
3181-1,Passenger Plane,2010,53,309
3181-2,Passenger Plane - ANA Version,2010,53,310
3182-1,Airport,2010,53,705
3183-1,Stephanie’s Cool Convertible,2012,494,149
3184-1,Adventure Camper,2012,494,325
3185-1,Summer Riding Camp,2012,494,1160
3186-1,Emma's  Horse Trailer,2012,494,233
3187-1,Butterfly Beauty Shop,2012,494,241
3188-1,Heartlake Vet,2012,494,371
